file,site_id,year,high_rh_count,low_rh_count,median_pm25_high_rh,median_pm25_low_rh,high_low_ratio,suspected_humidity_bias
Raw_data_1Hr_2018_site_122_Mandir_Marg_Delhi_DPCC_1Hr.csv,122,2018,870,4211,65.0,78.0,0.8333333333333334,False
Raw_data_1Hr_2018_site_124_R_K_Puram_Delhi_DPCC_1Hr.csv,124,2018,350,4346,82.5,88.5,0.9322033898305084,False
Raw_data_1Hr_2018_site_1420_Ashok_Vihar_Delhi_DPCC_1Hr.csv,1420,2018,1393,2416,75.0,83.5,0.8982035928143712,False
Raw_data_1Hr_2018_site_1421_Dr._Karni_Singh_Shooting_Range_Delhi_DPCC_1Hr.csv,1421,2018,1405,2392,35.5,53.0,0.6698113207547169,False
Raw_data_1Hr_2018_site_1422_Dwarka-Sector_8_Delhi_DPCC__1Hr.csv,1422,2018,2187,3992,61.0,73.0,0.8356164383561644,False
Raw_data_1Hr_2018_site_1423_Jahangirpuri_Delhi_DPCC_1Hr.csv,1423,2018,1214,3870,55.125,103.5,0.532608695652174,False
Raw_data_1Hr_2018_site_1424_Jawaharlal_Nehru_Stadium_Delhi_DPCC_1Hr.csv,1424,2018,1536,3648,69.5,72.0,0.9652777777777778,False
Raw_data_1Hr_2018_site_1425_Major_Dhyan_Chand_National_Stadium_Delhi_DPCC_1Hr.csv,1425,2018,2091,3521,76.25,81.0,0.941358024691358,False
Raw_data_1Hr_2018_site_1426_Narela_Delhi_DPCC_1Hr.csv,1426,2018,1444,3551,91.08500000000001,89.0,1.023426966292135,False
Raw_data_1Hr_2018_site_1427_Najafgarh_Delhi_DPCC_1Hr.csv,1427,2018,2172,3462,94.0,60.125,1.5634095634095635,True
Raw_data_1Hr_2018_site_1428_Okhla_Phase-2_Delhi_DPCC_1Hr.csv,1428,2018,1410,3824,45.0,78.0,0.5769230769230769,False
